!CSV A.01.01,,,,,,,,
!Keysight Technologies,N5247A,US51370532,A.10.64.03,,,,,
!Date: Wednesday, August 22, 2018 18:58:12,,,,,,
!Source: Standard,,,,,,,,
,,,,,,,,
BEGIN CH1_DATA,,,,,,,,
Freq(Hz),NF(DB),NF(DEG),S21(DB),S21(DEG),S11(DB),S11(DEG),T-Eff(DB),T-Eff(DEG)
11700000000,6.1621208,0,5.208899,103.17483,-1.0258878,-93.531174,908.42291,0
11800000000,5.8503003,0,5.1052308,102.66745,-1.1263775,-94.017609,825.39331,0
11900000000,3.448384,0,5.0346942,102.29562,-1.1381989,-94.410835,351.55875,0
12000000000,6.8249879,0,4.9901733,101.92216,-1.1524047,-94.814751,1106.0365,0
12100000000,3.7310688,0,4.9516053,101.74622,-1.1715531,-95.13414,394.70715,0
12200000000,3.8187165,0,4.8865476,101.10351,-1.1563127,-95.735123,408.66608,0
12300000000,7.2083426,0,4.8360176,100.63119,-1.1751945,-96.215942,1234.8679,0
12400000000,4.4751329,0,4.7933545,100.24608,-1.1829923,-96.754356,522.66449,0
12500000000,3.9124131,0,4.6571593,99.877205,-1.2358752,-97.238808,423.90314,0
12600000000,7.3204689,0,4.6676035,99.427719,-1.1978308,-97.483162,1274.7498,0
12700000000,4.7924228,0,4.6439447,99.061569,-1.1897665,-97.976791,584.25934,0
12800000000,5.3713632,0,4.5473824,98.644897,-1.236811,-98.404884,708.92828,0
12900000000,7.2463598,0,4.5139585,98.252434,-1.2431359,-98.765564,1248.275,0
13000000000,3.4108202,0,4.4462771,97.943573,-1.2587973,-99.250748,346.03354,0
13100000000,6.5794153,0,4.3656425,97.751366,-1.3301768,-99.334198,1029.2878,0
13200000000,5.4117761,0,4.3571825,97.059586,-1.249534,-100.02052,718.26709,0
13300000000,4.2345672,0,4.3482871,97.512367,-1.2748319,-99.193512,478.8732,0
13400000000,6.3241591,0,4.2584987,96.109154,-1.3031896,-101.27534,953.98157,0
13500000000,5.6512003,0,4.1674781,96.193436,-1.3870564,-101.87035,775.41309,0
13600000000,3.8858285,0,3.8976219,100.32802,-1.6763471,-97.317284,419.54648,0
13700000000,7.6605916,0,3.9733725,95.711021,-1.6520153,-101.83524,1402.2212,0
13800000000,4.0581756,0,4.2913427,94.651558,-1.1943069,-104.09128,448.27057,0
13900000000,4.2921219,0,3.9982331,94.252724,-1.5412637,-103.20405,489.13046,0
14000000000,6.9176831,0,3.8756139,94.38456,-1.4303683,-103.02575,1136.1537,0
14100000000,5.0764222,0,3.8889596,94.129738,-1.3410747,-103.44878,643.3407,0
14200000000,6.5742936,0,3.8103082,93.864037,-1.3675058,-103.70602,1027.7328,0
14300000000,8.0775375,0,3.7959268,93.580536,-1.3851165,-103.73846,1572.7377,0
14400000000,3.542923,0,3.8019023,93.039391,-1.2559237,-104.67892,365.67752,0
14500000000,8.3374166,0,3.7099702,92.680862,-1.2999132,-105.59455,1687.6056,0
14600000000,5.581605,0,3.5747867,92.461983,-1.4363188,-105.46365,758.47601,0
14700000000,5.2159085,0,3.5564609,92.027824,-1.3792394,-105.76735,673.80432,0
14800000000,7.9581857,0,3.5098512,91.609558,-1.3790483,-106.2355,1522.2437,0
14900000000,4.7707629,0,3.4747386,91.227325,-1.3690574,-106.52434,579.91003,0
15000000000,6.2829542,0,3.4109581,90.81044,-1.4017409,-106.99263,942.23468,0
15100000000,8.3430529,0,3.3315518,90.546196,-1.4456077,-107.24104,1690.1738,0
15200000000,4.5461025,0,3.2849386,90.29377,-1.4251696,-107.45634,536.05365,0
15300000000,7.5586338,0,3.2238431,89.921173,-1.4541926,-107.67789,1362.9562,0
15400000000,7.0626459,0,3.2369134,89.540588,-1.4307003,-107.95756,1184.5605,0
15500000000,4.9655066,0,3.1704936,89.130478,-1.4040153,-108.76951,619.80566,0
15600000000,7.715446,0,3.0937188,88.762375,-1.440851,-108.99498,1423.7307,0
15700000000,5.3600373,0,3.055845,88.450394,-1.4540318,-109.35543,706.3266,0
15800000000,5.5740919,0,2.9584532,88.206627,-1.4950173,-109.57295,756.66376,0
15900000000,7.6759486,0,2.9132407,87.858887,-1.5055423,-109.84277,1408.2156,0
16000000000,5.2555122,0,2.8960159,87.604919,-1.4890573,-110.18159,682.63361,0
16100000000,6.1187773,0,2.8193583,87.307007,-1.5219376,-110.44386,896.52185,0
16200000000,6.5778384,0,2.7989202,86.939003,-1.506994,-110.80756,1028.8088,0
16300000000,4.990344,0,2.7267094,87.146912,-1.5409018,-110.85911,625.02386,0
16400000000,7.7788701,0,2.6669972,86.535568,-1.5669705,-111.23374,1448.9415,0
16500000000,7.0513515,0,2.6734972,86.357422,-1.5627772,-111.39678,1180.7306,0
16600000000,5.5749326,0,2.6099854,86.460175,-1.4795287,-111.14926,756.86639,0
16700000000,6.7784905,0,2.5316331,85.715317,-1.489929,-112.37334,1091.1697,0
16800000000,5.9395723,0,2.5269692,85.197586,-1.5281924,-112.60557,848.55817,0
16900000000,6.1038966,0,2.4362991,85.067543,-1.5715691,-112.60602,892.46326,0
17000000000,8.1908817,0,2.3883023,84.700836,-1.5727977,-112.93473,1621.9924,0
17100000000,4.9169044,0,2.4157355,84.670128,-1.4808298,-113.32246,609.68073,0
17200000000,9.8610373,0,2.3459606,84.561081,-1.4598426,-113.39364,2518.6765,0
17300000000,7.8380136,0,2.2693691,83.835457,-1.5777189,-113.87438,1472.7852,0
17400000000,4.7061563,0,2.2304547,83.684677,-1.5396397,-114.22376,567.06476,0
17500000000,8.9814568,0,2.162468,83.406197,-1.5713443,-114.38938,2003.7374,0
17600000000,7.9892521,0,2.1587014,83.067352,-1.5509081,-114.77161,1535.2535,0
17700000000,5.3096371,0,2.0596421,83.88681,-1.4712214,-113.31596,694.83099,0
17800000000,9.5198774,0,2.0246119,82.619469,-1.5604179,-115.10433,2306.4846,0
17900000000,6.6061115,0,2.0704889,81.94149,-1.5353714,-115.57005,1037.4224,0
18000000000,6.8878918,0,1.9741902,82.020111,-1.5460554,-115.94995,1126.4041,0
END,,,,,,,,
